id_equipo;nombre;id_arte_marcial
564838265;Equipo Carneyport;4
872167128;Equipo Jessicamouth;3
386803812;Equipo East Carlyville;2
245035101;Equipo West Antonio;5
833556865;Equipo New Joshua;5
902013224;Equipo South Susanton;4
597722110;Equipo Kristenchester;4
160965827;Equipo South Jenniferbury;4
315872075;Equipo Lake Jay;5
95257477;Equipo Sotobury;4
372762556;Equipo Beckshire;5
540984870;Equipo North Alextown;1
550657593;Equipo Ronaldmouth;2
611121454;Equipo Greenehaven;1
996463283;Equipo Lake Chadburgh;2
385044832;Equipo Faithbury;2
570366653;Equipo Adrianfort;3
225044081;Equipo Mikeville;5
296910769;Equipo South Courtney;3
214605157;Equipo Port Carla;1
440738498;Equipo Stephaniefurt;4
802919843;Equipo Maryton;3
812003761;Equipo North Jill;1
698068222;Equipo North Isabelstad;4
602346457;Equipo West Judith;3
866023959;Equipo Gardnertown;2
87438142;Equipo Judithchester;4
70711626;Equipo Ashleyview;4
458571134;Equipo South Toni;3
6212761;Equipo North Samanthashire;4
253010680;Equipo South Amyfort;2
411454393;Equipo Wufurt;1
756327736;Equipo West Diane;4
634557454;Equipo Brandonfurt;5
307268253;Equipo Lake Kirk;2
871718724;Equipo Victormouth;4
870333927;Equipo Lake Amy;2
765415772;Equipo New Tracyshire;5
648822221;Equipo West Andrealand;3
602540399;Equipo North Patricia;5
588006948;Equipo Hensleyberg;3
338724605;Equipo Bradleyhaven;1
974637788;Equipo Gregoryshire;2
85494643;Equipo Mcculloughhaven;5
664289993;Equipo New Kimberlyburgh;4
488558131;Equipo New Anthony;2
396008161;Equipo Lake Travis;2
627233228;Equipo Hoodville;4
667127831;Equipo New Terriberg;1
64522904;Equipo Leestad;3
230008143;Equipo Millerfurt;1
490967425;Equipo South Reginaldshire;1
110510910;Equipo North Joseph;5
578246027;Equipo Lake Patricia;4
380018292;Equipo Lake Tina;5
769108728;Equipo Manuelhaven;5
265218823;Equipo Robinburgh;5
242453667;Equipo Rachelside;5
663415121;Equipo West Elizabethmouth;4
286292011;Equipo Lake Joseph;5
858001517;Equipo Davidmouth;3
704745318;Equipo New Aaronfurt;4
260561839;Equipo Danielton;1
415622452;Equipo Nicoleport;2
700773310;Equipo Andrewsport;4
769138243;Equipo Lake Jamestown;3
708571681;Equipo Michaelville;1
118303856;Equipo South Michaelberg;4
736892437;Equipo Deborahland;3
482716244;Equipo Lake Rogerton;5
324443098;Equipo Lopezton;2
924100086;Equipo Mcleanhaven;2
267918794;Equipo East Nicole;1
732208328;Equipo Katherineberg;5
855978433;Equipo Port Mario;5
325509652;Equipo New Dustin;4
74402068;Equipo East David;4
157149706;Equipo West Erik;3
829501735;Equipo Martinmouth;1
18443464;Equipo Stacyfort;4
130202214;Equipo Kingshire;1
577405224;Equipo Carneyhaven;1
847891919;Equipo Juarezland;1
317956598;Equipo Robertshaven;4
954284382;Equipo East Andreaton;3
172478601;Equipo Port Russellbury;4
252608067;Equipo Port Robertton;4
643330334;Equipo New Luisborough;5
386884555;Equipo Richardsside;1
527132459;Equipo North Tylerton;5
136705378;Equipo New Davidmouth;3
793515346;Equipo East Jessicaville;5
102683194;Equipo Ellisontown;4
797844887;Equipo Erichaven;2
416044349;Equipo Port Carlos;1
320448306;Equipo Port Josephberg;2
351069839;Equipo Tuckermouth;5
511504734;Equipo Daniellefort;4
530593887;Equipo Joshualand;1
873644282;Equipo Nicoleport;1
967665985;Equipo Sanchezton;1
273572004;Equipo Lake Stephaniestad;5
67276040;Equipo Davishaven;4
237721749;Equipo Brownfurt;1
270733795;Equipo Debraton;1
766028251;Equipo Martinborough;3
501272531;Equipo East Michael;1
749194876;Equipo New Janet;2
485438548;Equipo South Dalefort;1
766212542;Equipo North Renee;2
509281722;Equipo Port Jacob;1
364278803;Equipo Adamburgh;5
250282579;Equipo Michelleland;2
463934808;Equipo Isaacburgh;1
287422578;Equipo Yvonnemouth;4
246505834;Equipo Brandonville;5
954532952;Equipo East Tamarabury;1
980766998;Equipo Tracyport;1
846522029;Equipo Sarahton;2
713630140;Equipo Jenniferchester;5
61266654;Equipo South Deborahbury;4
517749173;Equipo Gibsonshire;2
179480710;Equipo Kathrynchester;3
287413954;Equipo East Edwardton;4
656027317;Equipo Phillipschester;5
485461399;Equipo Stephenside;3
951743092;Equipo West Elizabethshire;1
869491908;Equipo Thomasmouth;5
294764363;Equipo New Leslieside;4
38887537;Equipo North Jonathanshire;1
526050300;Equipo Randolphhaven;5
94513551;Equipo Annehaven;4
754017427;Equipo Aprilbury;5
679898683;Equipo West Sarafurt;5
779759726;Equipo Sharontown;5
16064253;Equipo West Sylvia;5
83150295;Equipo East Jamesport;1
784865338;Equipo New Zachary;2
743901216;Equipo New Kelsey;1
117857065;Equipo Dustinton;1
180150236;Equipo Keithberg;1
589183901;Equipo South Dylantown;1
461110036;Equipo New Marvinstad;1
329544629;Equipo South Jennaville;1
473604547;Equipo Stewartburgh;3
349413638;Equipo Port Kylemouth;2
67964452;Equipo Port Vanessaton;4
183796124;Equipo Jessicahaven;4
331327102;Equipo West Jessica;1
429150088;Equipo Lake Elizabeth;4
647146857;Equipo South Patricia;1
889933240;Equipo West Andrew;1
242488830;Equipo South Rebeccaview;4
99534144;Equipo New Henry;4
69721840;Equipo East Graceberg;3
211694082;Equipo New Vanessa;3
745917983;Equipo Cruzchester;3
77566865;Equipo Stevenport;4
940393317;Equipo Ericksonland;1
986642260;Equipo Glennville;4
872043243;Equipo South Courtney;4
230560698;Equipo Stanleychester;1
349386916;Equipo Carriebury;3
976382125;Equipo East Jonathanshire;4
551093189;Equipo Lake Davidville;1
182629260;Equipo Mindyside;1
168628588;Equipo Lynchmouth;1
748535308;Equipo East Rebeccastad;2
111472187;Equipo Fergusonberg;1
339083507;Equipo North Alexandra;2
55345869;Equipo Jenniferport;5
628117993;Equipo East David;1
519422284;Equipo West Matthew;2
144779222;Equipo Jenniferton;3
997338490;Equipo South Kristie;5
626151094;Equipo Colemanshire;5
