id_persona;id_equipo;id_arte_marcial;id_categoria
473235339;4;2;8
537585182;55;1;6
334261542;98;1;5
632524936;12;2;9
519515900;53;1;1
552964155;12;1;7
99093068;89;2;8
696093247;33;1;6
134626650;32;2;8
410081402;77;2;5
566744289;62;5;6
831067261;26;5;2
844391724;85;3;6
146249155;93;4;10
185818407;28;3;9
682307990;61;1;7
517300633;21;2;9
357798493;14;2;3
696305034;52;1;3
837211749;62;2;6
749334802;9;5;10
25293890;50;4;6
359580103;95;1;4
719160985;41;3;9
154801567;22;2;6
837919735;58;5;10
579443000;26;5;7
107937370;54;2;4
253965303;59;2;2
733262373;8;3;8
763929601;78;3;3
394995064;58;3;8
832128251;83;3;7
892860136;37;3;8
769621698;4;4;8
344091257;29;3;9
560476542;79;4;5
495340872;18;4;9
252596267;28;4;5
4719081;55;3;9
337382538;49;2;6
14321792;13;5;4
439931138;12;5;4
416559286;31;2;1
984876300;4;1;6
652149898;67;2;4
726972582;80;2;6
100842523;50;1;10
520605087;77;2;4
618299569;9;3;8
725492515;73;3;4
271753619;57;5;5
859977783;95;5;6
926135343;21;1;8
266682454;44;2;6
305428569;54;4;8
487360527;72;3;7
291328032;77;3;6
11231811;97;2;6
666617880;9;4;1
822041623;99;5;2
829717143;17;5;5
204347642;82;4;3
788191659;87;5;4
38884088;43;3;3
785105868;79;2;9
427841842;97;3;8
812467474;2;1;9
77836087;95;4;3
251489033;83;2;10
560381685;14;1;4
117927152;7;3;8
14751199;45;4;10
759081976;74;2;6
588218313;45;4;6
156264163;2;3;7
568211242;43;4;3
512025898;60;3;9
275216741;68;2;7
603725694;20;1;10
54214779;38;1;3
216060295;18;4;8
487242690;44;2;5
58492612;96;3;9
150348560;79;3;4
951984412;45;4;4
908758555;43;1;9
343454373;3;1;2
841805309;13;4;7
230599893;55;5;5
891170170;53;1;7
398912004;96;1;3
537376042;74;5;7
597305174;12;4;2
411816827;44;5;6
964378523;18;2;8
369629679;22;5;3
409788442;71;5;4
810494188;9;1;3
224090543;66;4;2
714169430;92;2;7
929065594;22;2;10
94643549;5;4;6
78634956;57;3;4
3681229;58;3;3
605430996;22;2;5
955490262;84;3;9
205704935;53;4;2
687116720;31;4;1
45650225;77;3;6
152458184;71;1;3
804191513;32;2;2
93412787;51;5;1
632161582;46;2;6
270345610;28;1;2
394370211;68;5;6
26669100;96;4;4
485446641;7;1;5
33375451;68;5;6
765703336;19;1;1
612375339;35;2;1
37114786;60;4;7
362724282;61;5;1
843381090;39;3;3
900847935;29;3;8
214203376;24;1;8
109662507;92;5;1
843031409;95;4;2
107992763;63;3;8
661470974;89;2;5
819370032;57;3;1
417704148;100;3;10
699919014;28;2;10
746130146;20;5;7
836483300;30;1;6
791559286;88;2;3
900117295;38;1;10
241256976;47;5;2
263420686;90;4;4
912420993;47;3;1
957583688;63;4;6
545669383;42;4;2
457791796;61;3;10
845980049;30;2;2
740997735;100;1;4
981155167;46;4;2
791579216;28;5;4
832259848;19;1;10
148898182;91;2;8
372748394;32;3;8
540602658;23;2;8
583551460;54;1;7
12796172;26;3;8
40635608;15;4;4
173788100;59;4;10
137812718;17;5;6
385903206;59;4;10
350716537;52;3;7
469887012;41;2;9
912047726;33;5;10
289010114;40;3;5
669784991;83;5;8
740707976;39;2;7
892178075;98;2;3
548134014;52;1;7
919406375;64;1;3
498037539;98;2;7
626137654;5;1;2
176540145;40;3;4
859005878;30;1;10
25666088;94;1;6
14286170;89;5;4
990513547;29;2;9
725616590;48;2;8
434347724;44;4;9
841127721;98;4;3
316778858;70;2;9
607264262;60;5;2
89127624;39;3;5
66824036;85;2;7
312356267;2;3;7
171476200;91;2;10
277168550;46;5;3
175406853;25;4;4
623235564;80;4;2
115603280;36;3;6
12782415;56;3;9
62285246;52;2;1
896622427;67;4;10
655266057;24;1;9
689015809;14;3;10
910900165;60;5;8
705753184;47;4;8
712173643;32;5;1
656205065;84;1;3
224390108;75;1;5
947209157;33;1;8
816195023;16;5;4
293898027;98;1;2
613321286;93;3;2
783809199;60;2;7
982995930;41;2;6
905803512;11;2;4
719124929;11;2;1
231670150;97;2;8
49035727;41;1;7
972230837;2;5;1
452655351;64;2;7
17927453;9;1;5
329113493;56;2;5
898672280;89;2;2
532231387;6;3;8
932308819;75;3;5
986615793;11;4;8
648801010;24;4;9
139266263;33;5;3
901502502;36;4;9
325751414;57;1;1
213148492;45;2;1
168205769;87;1;7
260894249;50;2;5
650419136;79;2;4
644570553;18;5;4
466545164;89;4;1
870083862;44;2;9
708759873;90;3;3
205789924;6;2;3
186413831;53;3;10
292286964;5;4;2
719300425;20;2;9
263978966;98;2;5
845925894;69;2;5
270113523;54;5;7
991093809;61;4;7
576281668;50;1;6
934165585;86;2;3
518402533;5;2;7
332523847;82;3;1
698147465;83;4;2
162815964;46;3;7
895565328;8;5;6
73670206;92;1;2
886589373;18;3;8
209507798;40;2;6
710737928;46;2;5
401098578;66;5;6
798797427;39;1;8
825102852;81;1;8
632866971;36;3;9
168491006;18;4;10
775450684;6;1;7
431239055;60;5;10
668494573;13;1;10
843988891;48;5;8
909544394;15;4;4
332379378;88;4;3
110578853;12;3;2
61060679;87;3;9
650879686;12;1;2
563841628;82;3;6
439360218;56;3;7
819089165;74;1;1
164264959;61;3;1
681236770;68;4;3
214270635;41;1;10
537121517;57;3;6
49179776;69;5;6
398089163;74;3;8
393914082;8;3;9
983894137;23;5;3
809542915;83;1;7
734528854;52;5;6
962819471;28;4;5
176543965;54;1;2
761973121;76;1;3
218554260;86;5;6
850186419;53;1;4
857050041;20;2;9
553769638;20;1;10
629142284;31;4;2
441848586;46;4;6
181645159;98;5;2
993820462;5;5;10
561145375;93;5;2
797811632;78;1;6
406054154;44;4;7
497548339;92;2;8
577873293;23;3;3
800831971;4;4;7
117268535;60;3;3
518393138;8;5;4
491907249;64;2;4
831361219;48;1;9
968641240;84;1;3
443512219;1;3;6
330113975;45;3;2
52149190;33;2;1
23160580;50;3;9
306723511;75;1;6
374252195;89;1;4
842788455;90;4;7
22429841;54;4;6
634487339;1;2;4
875986242;40;5;6
718658012;60;4;4
380555720;92;5;2
422223007;24;3;2
424793133;50;4;6
475730126;33;4;1
81626043;76;3;3
23309836;61;5;9
630221905;32;1;8
749986382;67;2;2
425704062;23;5;10
102912022;42;4;1
80347107;47;1;2
713189925;73;2;1
840338928;65;3;4
117074882;98;4;4
69739440;99;4;5
666345629;69;5;2
70974449;15;1;1
201070233;28;2;3
226600990;52;3;5
333038702;34;2;3
571751463;20;1;5
103099146;98;5;9
625771067;61;4;6
558685732;86;5;3
67552564;86;3;6
553469939;61;4;3
69381871;2;3;1
620695982;93;3;8
650205985;78;3;8
870060707;49;4;5
507603005;13;1;1
836015233;43;3;2
998697020;97;1;8
228282162;95;2;3
230608021;27;1;8
182838798;76;1;5
980875161;62;2;4
637844956;41;4;6
832066608;46;5;5
34906947;67;4;8
894492257;12;3;5
138623366;84;1;3
573268438;34;5;10
823214479;58;1;9
795429445;41;3;7
487533998;13;3;6
975725273;58;4;2
791293610;92;4;1
989698582;18;2;9
540761233;97;3;3
699173691;3;3;6
511399380;2;2;8
300846065;66;3;10
728322223;45;5;9
507441689;8;5;3
161050061;92;2;1
263426242;23;4;8
610740629;8;5;4
446883145;17;2;5
290319153;41;4;5
453769851;31;2;4
243136410;58;5;10
157693206;46;3;7
552246370;30;1;2
795076035;35;4;2
205471156;6;3;10
701976240;8;1;4
437311037;36;3;4
159947859;80;3;4
727681819;44;3;5
393253405;70;5;9
865187263;30;3;8
529301939;18;2;5
313588359;55;2;5
577656182;91;5;8
655855828;76;1;4
352922372;8;2;4
316288176;33;3;2
468110324;22;1;4
654333704;23;4;10
720683938;41;2;5
824688007;3;1;7
863414710;70;5;6
512660357;23;5;7
582718793;54;3;1
595327361;61;5;1
963465164;87;3;4
107694210;21;5;4
86046610;35;5;6
668941105;87;4;1
199460048;61;4;8
273735805;13;5;7
898364764;29;2;6
679709042;78;1;5
141232090;74;2;4
368785151;53;1;5
743674099;72;4;10
765405058;86;5;3
146580734;82;4;6
198857790;88;1;9
21401560;83;1;5
44220203;7;4;3
280905129;17;2;10
69457786;54;5;10
609780641;94;2;10
824881244;50;2;1
636148075;53;1;5
224914242;83;1;9
778428709;59;2;1
971943566;27;3;8
281197471;8;1;3
162985008;9;4;4
617316071;53;2;4
808971311;34;4;6
281518876;31;1;4
458115247;68;4;4
703924096;20;5;9
292801760;37;2;7
314445694;58;1;8
568898565;13;3;2
616463288;16;5;2
271914270;24;2;3
559406505;10;2;6
997436697;75;1;8
49474860;95;5;6
832771208;87;4;4
411866550;69;4;5
956127423;98;4;9
78133349;9;5;1
399023669;32;1;9
637674292;95;1;4
974995170;20;3;7
540384108;79;3;8
983450543;91;4;4
972182667;52;3;7
35760710;69;4;10
522567667;76;3;2
903943803;56;3;4
652390655;81;1;2
47276096;72;5;3
967944363;7;2;5
977453020;95;4;1
317105117;1;2;9
176308565;60;3;1
507652782;22;2;1
283533355;92;3;5
61531231;54;4;7
98655096;59;4;4
825464159;97;1;1
880156300;97;5;1
991237367;85;5;6
434612551;3;1;2
321439738;66;4;10
33955636;48;1;2
511588764;12;5;7
104384169;10;3;10
900911661;18;2;9
300012096;94;1;4
304791609;82;5;10
21365631;5;5;9
995508894;26;1;7
603760020;85;4;10
651909928;4;5;3
919217219;64;5;9
203294781;80;2;4
304314885;21;2;2
506901291;99;4;6
208329581;68;3;8
794094420;100;3;10
254376716;40;3;7
952135834;52;4;7
824351206;96;2;7
816584693;16;1;3
186677985;94;4;4
840591512;66;2;1
115827125;38;2;1
353438739;38;3;6
218150236;88;2;6
550647166;67;2;3
465135688;61;4;10
359750823;70;4;7
969503318;36;4;5
301670687;41;2;9
764495766;22;2;1
646863339;75;3;5
135736989;15;1;6
926546112;42;4;9
289509757;91;5;7
296238342;66;3;10
326728595;28;1;3
405430948;87;2;1
870091019;100;5;5
114312159;78;3;5
540041506;3;3;5
400462034;54;5;8
909368490;7;2;4
279952056;66;2;3
641745341;63;4;6
786804332;57;5;4
396044728;30;5;2
449323534;98;4;9
544647343;28;5;6
318477269;40;5;6
207752561;7;2;6
251172898;31;3;9
240773486;17;5;1
676524866;98;3;8
962114888;16;1;9
682153754;85;1;4
842258277;24;2;3
113612303;47;3;4
977127820;85;3;10
435072061;47;4;1
456277540;65;4;4
65183008;16;3;8
149369820;12;5;5
83640758;55;3;10
360965650;96;5;8
593109409;30;5;3
789013879;86;3;1
177437823;25;5;8
990923341;56;4;7
28128739;99;2;6
66697719;26;1;3
700605511;51;3;8
342921312;24;5;1
610975530;65;4;2
928547096;52;3;2
895458711;55;3;5
25454003;8;1;9
533609468;28;5;10
533198764;27;3;4
172412454;51;2;2
484235618;31;4;8
593246657;22;1;1
269738508;64;5;5
978879812;58;3;8
194256308;88;3;7
878092235;23;2;8
415592088;27;5;5
622198554;19;5;10
89409271;22;5;3
683181496;93;1;9
901785427;69;5;6
928758499;66;3;3
567482932;57;2;9
500496402;38;5;4
493686755;69;4;5
807326336;56;3;9
158348854;36;1;10
106915524;4;2;3
459069374;72;2;10
609728169;37;2;10
686511277;49;1;9
289238308;81;4;8
35159404;17;4;7
72640914;20;2;10
300155916;92;4;4
996939250;52;3;3
908323355;32;3;2
782171928;90;4;10
163337293;68;3;4
760250668;79;3;8
2381601;17;2;4
37033763;95;4;7
489656013;43;3;4
315396752;72;4;2
826809981;19;4;6
376633428;71;5;5
199687707;88;2;5
185650678;78;2;10
212401219;74;5;10
531381810;64;3;2
111144192;51;1;10
726196181;58;2;2
50896290;11;5;5
779716915;37;5;3
741031539;41;2;7
729791860;2;5;6
976538115;40;1;9
353801042;14;3;8
141162734;29;4;4
635931009;12;3;3
812473623;26;1;9
541012040;51;3;8
418183682;84;3;3
652134320;32;1;7
555308514;16;2;8
310021841;24;2;10
413458313;38;2;8
322505048;8;2;2
365372184;5;2;7
880315399;67;1;8
757338687;21;4;6
599207229;15;3;3
498637175;85;3;9
890873033;90;2;10
197330270;76;4;6
583719495;85;4;10
188523634;2;5;6
354232346;57;5;6
770673848;4;3;4
837311168;47;2;7
84566343;37;1;2
219488524;6;1;9
738709804;39;2;3
756976074;44;2;10
11444595;32;3;10
357765800;25;5;8
822297796;91;4;2
324981535;24;4;10
441974611;93;5;4
602128899;80;1;1
503912780;47;1;4
227528658;42;5;6
303033268;78;4;3
713555632;3;5;8
534598227;2;4;7
835621359;3;2;5
313102942;86;3;5
563555563;3;5;1
410013222;5;5;10
824192512;19;2;3
889984260;47;4;10
526149253;89;4;10
82002189;53;2;6
390902753;89;3;10
506446185;70;2;1
88240394;84;4;2
207748883;79;5;1
550888653;70;4;5
225544827;39;5;7
954492228;89;3;6
548246628;86;2;6
213988260;43;1;2
848055307;81;4;5
872739719;19;5;6
140007449;49;2;7
93659391;31;1;4
965149984;5;2;10
874253151;43;1;8
430896178;20;5;4
420990568;68;2;3
850703007;75;3;8
646353510;65;5;6
4854880;15;3;7
61260907;40;2;8
920169786;91;2;4
171738321;80;2;10
94726821;42;5;1
790030118;24;1;9
273874840;3;5;1
394603778;99;4;2
59146029;100;3;10
705388667;86;3;9
269387628;97;3;7
785646672;51;4;3
538128037;77;5;10
848529123;44;4;4
237171019;8;1;3
439462737;61;1;9
562834969;24;5;10
869623979;24;4;10
687373320;12;5;6
76554189;49;2;6
788237641;22;5;7
423010342;6;5;10
732687742;53;3;4
220215971;25;5;10
917231104;83;3;3
884745720;52;4;9
177433623;70;4;5
734748448;22;1;5
411363951;8;2;2
176181587;76;3;5
832892316;44;2;3
848853649;59;4;9
712463185;8;1;5
535812641;36;4;10
826102309;83;4;8
674805544;63;1;9
666763995;91;3;8
779462666;20;4;1
702404854;55;3;10
121966534;64;2;7
896136338;64;2;7
67542586;85;4;7
642962291;94;5;1
16105472;3;2;7
452576424;73;5;2
508988452;81;2;3
190061732;27;3;9
937831229;61;3;9
641643524;46;4;5
173958952;68;1;7
12342956;95;5;3
306986235;73;5;4
472313101;8;3;9
614860845;47;4;10
366547223;18;3;8
929257429;87;3;6
593811297;99;1;9
31317979;49;2;6
361970058;61;1;8
87820751;7;5;7
438098649;89;3;4
649568177;83;1;9
39488473;23;1;1
171975657;57;5;2
308795354;51;4;10
178659591;51;4;7
648847552;36;3;1
286311985;64;5;8
743738197;49;4;6
110851308;16;4;4
505790810;54;1;6
816652148;14;5;1
788075097;41;5;10
372274232;35;2;1
304697022;72;3;10
796118646;13;3;6
266686899;77;2;2
665647496;35;2;8
15641081;81;5;8
223707296;45;1;4
509614673;24;3;2
599555062;19;1;4
319298048;26;5;8
320761042;22;3;2
908136317;16;2;5
775249890;41;1;1
878461111;9;3;3
748269684;7;2;3
501812405;74;1;3
197199132;69;3;6
76806189;42;4;10
528065307;22;2;2
288015445;48;4;10
307929576;9;5;5
565787930;50;3;9
451112941;52;1;10
487123998;85;1;7
20630772;31;5;10
621571862;2;1;8
429073069;2;1;3
313827388;90;1;2
493006477;53;1;2
190013342;81;3;10
53493033;38;4;4
513373191;98;2;3
185972675;74;3;1
932189534;92;2;10
905347469;51;5;2
571440454;87;4;8
958579680;25;1;7
591238620;13;1;2
875362375;65;5;1
652307314;54;4;9
625857845;90;2;1
252154205;31;3;2
259786981;76;2;8
709532091;74;2;3
376720013;26;3;2
953762003;74;2;9
974329965;45;3;6
621255954;63;1;7
210125511;3;1;3
203378079;48;2;4
564579759;38;1;6
841583644;13;1;5
896996858;39;2;2
92693741;71;5;3
15652626;75;3;7
217360597;86;1;2
862318127;48;5;3
641067358;26;3;6
810812482;80;2;1
344976887;63;1;7
29153597;47;1;4
264431140;33;1;5
48803764;36;5;7
874671028;72;1;7
319618046;36;1;9
649625329;27;4;6
512758588;72;1;8
748413467;73;3;1
431815251;90;5;3
898112857;54;2;9
190748028;37;5;7
950292531;22;4;2
443628397;34;5;8
542191636;57;5;3
458319245;47;2;9
520943810;37;1;1
922304117;16;4;1
446259179;84;3;5
653444276;35;4;5
76599915;68;3;8
502496347;53;4;7
513593955;15;4;5
388578672;12;2;2
324973787;83;3;3
799618561;34;3;9
480797999;48;3;9
601118340;56;3;2
33744849;70;2;8
364046319;21;1;7
407005945;29;3;8
101969907;77;4;4
291510248;33;5;9
816950362;72;1;2
56828635;5;3;6
540423608;51;5;9
509996506;19;2;8
446626806;39;4;3
518052429;3;5;1
654702002;69;3;5
126652583;65;5;1
229353009;27;4;5
553348404;30;1;5
623615823;100;2;5
500554106;61;4;4
954178358;10;3;4
714397668;87;3;5
653729348;31;3;5
346836760;7;5;3
173249359;59;4;1
785290567;78;1;7
890935453;1;3;4
675828130;91;2;9
99249079;74;4;8
561869736;3;1;10
274374127;3;4;1
808224638;99;4;2
913975752;77;3;8
918047893;65;4;1
90100780;30;4;5
392143744;31;5;7
9451223;2;5;5
221122913;21;5;6
181034059;36;3;6
745465990;61;1;1
828157280;27;3;1
781980839;50;5;3
117570304;99;4;4
872780897;96;2;10
909159394;26;1;8
502743982;83;2;7
543818530;9;5;4
473975051;49;2;8
355909588;15;1;7
917949389;98;2;8
526511576;72;1;3
906854639;27;3;5
326423726;49;4;3
854914360;72;1;10
142250609;30;1;6
37891623;73;3;8
315357638;9;1;1
859117157;79;1;10
865229236;65;4;2
983646917;81;1;10
35974116;6;4;1
378591503;84;5;2
290544387;60;5;4
859514438;6;3;8
130047445;26;1;5
621976388;91;3;9
803263660;32;5;1
139359125;13;1;2
108916626;27;5;9
924296111;39;4;7
24498201;83;3;10
465399732;62;3;4
397586687;88;3;3
211902631;55;1;7
884175997;9;2;3
714326002;68;3;8
2333843;5;4;3
616122483;73;1;1
434837926;10;3;7
416574781;60;3;8
180335190;78;1;1
30272245;31;5;10
184598902;90;1;2
894478181;7;3;9
894885609;53;4;8
829106103;78;5;2
489113300;52;3;10
191762034;60;5;6
830211226;38;1;5
515584998;14;1;7
482741755;90;5;9
753008951;14;3;2
409332750;53;3;7
910605269;62;4;10
91715407;52;3;8
334587550;31;3;7
233833207;43;4;10
761380739;73;3;7
859353816;69;1;8
427896128;77;4;1
8043314;69;5;3
48482701;62;4;6
233787764;77;1;2
522440082;30;1;2
633016129;83;2;1
50010349;26;5;9
304095312;4;1;6
115913214;27;2;8
723920324;7;5;5
668469339;74;3;7
3789522;30;4;10
711067490;7;2;7
587006522;43;4;8
561982534;100;2;2
910705477;61;2;9
986916324;1;2;10
162926436;41;2;5
406608848;99;2;1
499303096;63;4;3
233259768;68;5;8
663690687;35;1;10
933604140;26;4;5
784840233;4;2;3
111814973;93;1;1
78448543;81;1;7
111637170;51;4;5
554658661;17;2;6
320383427;40;5;6
786272605;92;5;6
578451836;33;1;2
245472902;74;3;7
238125059;68;1;9
790760993;36;2;7
323023670;18;3;1
513958253;15;3;9
79456891;10;1;3
894548565;22;3;5
25955189;71;1;8
453698616;64;3;7
625754540;32;4;5
786099801;55;2;2
58787245;4;2;10
932694237;78;1;1
118697863;39;1;2
920712356;33;1;2
77142915;93;5;3
356420118;61;1;1
763381952;58;4;5
911760824;89;3;3
158144933;7;4;10
498846930;62;1;5
681812064;77;5;3
217968778;91;3;9
296726741;74;1;4
891745042;55;2;1
303753593;59;3;9
262994432;87;4;2
478738838;44;4;7
381488258;21;1;5
910312290;63;2;4
322233724;79;4;2
125595775;24;2;5
562545374;41;5;8
31901490;6;3;1
249462617;3;4;5
60839407;87;3;10
630320447;48;3;3
554737249;28;3;4
793095799;93;1;3
484455006;55;5;7
362493742;4;2;1
758164461;28;5;4
225209316;66;4;6
170864831;34;5;9
78505373;73;1;6
932475276;19;3;9
752299826;64;5;9
523806668;33;1;10
789095505;36;2;1
517525346;98;5;2
231654278;17;2;7
728177735;84;5;5
647877043;89;2;6
221966407;42;2;6
308710519;8;1;5
682440426;39;4;3
667546499;38;1;5
69812019;94;1;2
555655583;14;3;5
975115215;26;4;1
863511896;55;1;8
671470505;60;5;3
991188334;76;4;6
956730746;47;5;9
68649651;24;1;3
474245523;38;1;4
355374252;91;4;1
833997587;39;3;10
632307010;94;2;10
789847671;99;1;3
359104997;36;5;7
555457990;78;1;8
85733891;72;2;4
133119000;23;2;1
857095654;53;1;4
628601000;93;3;10
878690014;19;2;4
385298606;25;1;9
203750347;40;1;6
374623021;49;3;10
227808273;27;4;10
327045591;60;3;8
721567082;68;4;6
138525175;25;5;6
238727746;9;4;2
263425845;53;3;9
607805406;87;4;5
913422603;90;3;7
817644415;65;1;5
807547041;75;2;2
418720754;3;4;5
896700292;73;3;1
640361156;52;1;4
175829725;8;3;3
855857242;30;1;7
926532925;51;5;4
98375316;56;3;7
119336707;38;4;2
487016897;24;5;9
243295812;71;4;2
684103578;9;2;7
665067481;54;3;6
823704101;65;4;1
657868384;74;3;9
511047874;8;5;8
467289749;24;5;6
636378205;30;2;7
35125808;94;1;5
456125525;20;1;7
639257959;46;5;5
829495025;30;3;5
66980996;38;2;1
747810497;18;3;2
190060735;17;3;6
925096862;96;5;5
127214366;36;4;3
301067127;91;4;6
39014974;64;5;4
147253445;33;1;8
653356478;52;3;4
542660391;93;5;1
899311614;43;5;8
249171190;6;5;10
780593104;3;2;4
948368261;86;3;2
749972264;66;2;4
188128901;67;2;7
775479815;41;2;3
245101695;45;2;7
680565661;61;1;4
400985736;11;5;7
738656068;19;2;5
894515552;54;4;2
491261880;78;5;6
678985908;93;5;3
639958520;39;4;4
372174446;25;1;2
780393825;98;3;9
360627190;95;3;10
478323052;33;2;8
769620134;97;2;1
59673961;32;3;7
899154233;23;2;10
201676211;51;2;9
377095608;75;2;2
182914923;74;5;9
429413906;63;5;10
575173070;29;4;6
937370693;91;2;2
192274206;15;2;4
579105619;12;4;8
882114958;76;2;4
245586773;19;5;10
932327630;37;5;1
25803737;23;5;1
824561141;22;1;4
385043480;39;5;7
934147934;90;3;8
183263575;68;1;6
273201841;77;3;8
954473077;93;5;1
423422678;45;4;2
850261550;63;2;1
894477157;5;4;7
750721029;97;1;7
540185942;31;5;4
444590939;97;4;8
586154897;14;1;3
117691107;36;3;6
995021225;84;2;9
789233617;53;5;1
472569210;60;1;5
484876012;62;2;5
163135361;17;1;8
894496494;20;2;5
717536561;24;1;5
287171369;56;2;6
798942724;53;4;3
473319264;95;2;5
625689553;88;5;5
783066364;41;1;9
384224108;37;5;10
507205239;28;1;2
343035045;53;2;2
242838529;93;4;9
657926151;90;3;10
679048726;61;5;4
303255425;92;2;7
823972776;18;1;10
237044161;37;4;3
999095114;17;5;7
943163009;13;3;8
432421621;71;1;1
509130327;8;4;6
596441995;55;2;7
477073810;47;2;8
879974131;87;1;5
201386504;63;3;1
967230206;97;5;6
742255358;21;4;9
798501299;91;3;8
604587082;64;4;7
62574483;92;4;8
311897813;54;4;9
520905916;59;4;4
948519450;16;2;1
465406196;10;5;1
585061481;71;5;4
83449167;51;1;5
641489140;20;4;7
810742428;52;2;4
769568704;76;2;9
771626226;72;2;4
134764500;12;5;7
591365606;87;4;4
539116131;36;2;6
512086520;52;4;9
963273273;67;3;8
903930203;51;2;6
318121517;37;5;2
769447615;53;1;1
262574690;38;5;7
748911983;38;4;3
537067227;62;4;9
789383031;82;4;1
400737841;88;3;5
838437457;47;3;2
107450478;14;2;8
178916937;86;5;5
560825644;14;1;8
196453316;28;5;5
397097022;21;4;6
75496131;82;5;10
867763548;50;5;4
829429199;3;2;3
822204468;39;3;5
866930514;28;2;10
196012219;42;1;3
869640079;59;1;8
486211;14;2;6
538777796;15;5;2
966292986;74;2;2
727871514;57;3;9
496133116;45;5;5
298212314;97;3;1
18324958;80;5;6
758212062;9;1;9
302915593;7;1;7
802760109;70;5;5
291218014;37;3;5
496445141;2;1;4
19730634;8;5;3
261968634;74;5;1
943842189;14;2;9
656635400;19;5;8
710514331;4;5;6
68928572;74;5;6
248259747;7;1;1
764111080;89;4;1
314211226;73;5;7
249431095;42;1;7
249669707;77;5;10
801072815;84;1;1
188252122;85;5;8
374713651;58;5;10
943340656;91;2;3
814022770;77;4;10
757099447;49;3;7
245547875;24;4;7
699597347;50;5;3
578411839;43;1;6
368465591;19;3;2
268470863;16;1;1
700624146;2;3;3
152282717;2;3;4
106699673;99;2;10
509231243;61;3;6
747965019;19;2;1
774954221;19;4;5
493029711;21;4;2
649407905;41;1;9
799354039;19;5;3
792774574;34;4;7
816746231;98;3;10
619238780;32;5;2
986071562;53;5;2
732830096;11;2;5
825231368;79;4;3
151107877;36;2;4
826061123;56;2;1
733857249;70;4;8
578437552;86;5;6
167250210;59;4;2
792276016;62;3;1
24800646;4;2;10
507770536;38;3;4
369143526;4;3;3
855621969;50;2;8
739630134;96;1;1
61205259;18;4;6
192524558;45;3;4
380821326;1;5;7
36688303;69;4;4
329262429;65;5;10
695212856;85;3;8
278925569;66;1;9
164666503;50;5;8
752436163;12;5;3
360412087;1;3;3
545107390;89;4;6
677616259;30;4;4
234278038;95;5;9
297134230;96;2;5
112323970;79;4;4
16138228;66;3;1
579999917;83;2;9
772190951;98;5;5
745851856;99;2;3
696239615;36;4;8
870182042;26;2;6
417225539;43;5;1
545948234;71;4;3
581557514;78;4;4
795472303;38;1;4
985164235;69;5;5
649087654;72;1;8
894382825;67;5;5
561465736;28;1;1
470264117;70;5;7
643640309;46;4;5
725569455;16;1;10
735283448;42;1;8
708926901;81;4;10
869005129;20;4;8
942294979;96;5;10
544029793;51;5;7
582393807;43;2;6
518410704;88;3;9
491429215;38;1;7
371843858;19;2;2
920553933;9;1;3
153611505;79;3;8
568695890;59;5;7
359405756;93;5;7
319406540;59;3;4
378193803;13;3;10
606775848;92;4;9
336033444;78;5;8
629857100;6;4;5
908002491;60;5;8
543321801;92;2;5
176452748;99;1;4
993523029;36;3;9
141677069;100;4;4
473497886;98;5;6
508034730;46;3;5
25897620;13;3;10
890167745;74;4;5
439811604;77;2;10
175022886;100;2;9
209951557;85;2;7
553926819;90;1;6
39304175;61;3;1
917982446;29;2;3
324174983;42;4;3
14652061;49;4;9
90221550;48;5;4
189573084;17;1;9
385346566;98;4;5
392318590;51;4;4
398132648;85;2;8
551004693;57;3;7
730945311;100;5;7
552242758;60;1;10
496322787;86;5;2
918874425;7;1;6
718410789;82;4;6
843942746;9;1;7
699435491;19;1;1
647703993;52;5;5
473236449;99;3;9
978413823;77;2;3
47199533;28;4;5
821595388;79;3;9
354271344;86;4;8
278610027;41;4;5
445048550;26;5;10
350394459;33;4;8
667624115;81;1;10
792632714;56;5;10
569025576;76;4;8
742044446;69;1;9
494106838;49;1;8
977415216;83;2;1
312650764;79;3;10
336048649;58;3;6
894421710;63;5;4
134522402;96;1;4
466219977;50;4;6
304538393;78;1;6
987949204;28;2;7
86582587;90;1;2
626437929;73;5;10
568287063;41;5;8
740121513;84;1;9
136373996;5;1;7
951877676;96;4;10
549220255;12;1;4
199786158;69;2;10
7199130;91;1;1
750591867;58;4;9
174999817;92;2;10
575558287;78;3;6
438347163;73;4;1
916661119;36;3;4
166830368;17;2;10
732216388;2;4;5
651270271;81;4;3
724418467;7;4;5
795084980;75;3;7
17826314;39;5;6
356849192;12;4;2
70349947;31;1;5
666820171;85;3;9
205838920;15;2;5
593962230;60;2;8
703086387;32;4;8
30282680;52;4;3
511813050;35;5;2
32778658;68;1;8
202097459;37;1;4
548806011;26;5;9
834583563;53;4;2
704632135;58;5;8
899168711;26;1;8
783789155;92;1;5
264189909;98;2;6
998905431;51;4;8
452905943;54;5;2
881734849;34;3;1
888808370;84;3;8
757724865;93;1;1
153849309;56;4;2
904681796;60;1;1
216194698;69;5;7
909723611;33;3;7
869432385;95;5;7
630748913;55;4;4
290352305;91;3;4
874472850;70;3;5
330615889;4;3;1
998438425;5;2;4
927714808;18;5;9
839428899;17;5;4
199033930;17;5;10
114646304;80;4;10
745298287;21;4;5
416402089;24;2;7
507248848;90;5;6
80848016;22;4;10
